afstand,vinkel,speed
500.9875204644181 , 0 , 0.9875204644180963
501.81543506951084 , 0 , 0.8279146050927838
502.95985035232576 , 0 , 1.1444152828149363
504.3951833585312 , 0 , 1.4353330062054588
506.17456682439973 , 0 , 1.7793834658685581
507.9325562568355 , 0 , 1.757989432435775
510.1713675244123 , 0 , 2.2388112675768204
512.7346422898723 , 0 , 2.5632747654600747
515.5817217918751 , 0 , 2.84707950200273
518.0775261735714 , 0 , 2.4958043816963027
520.9004360438639 , 0 , 2.8229098702925564
523.4447473365287 , 0 , 2.5443112926647937
525.732226439535 , 0 , 2.287479103006236
527.795126667467 , 0 , 2.0629002279319977
530.1654092871069 , 0 , 2.3702826196398448
532.7427926096358 , 0 , 2.577383322528931
535.3760087238976 , 0 , 2.6332161142618435
538.2811499252783 , 0 , 2.9051412013807116
541.1206752577652 , 0 , 2.839525332486959
544.4517879970014 , 0 , 3.331112739236129
547.3094468224259 , 0 , 2.8576588254245445
549.8440749835987 , 0 , 2.534628161172855
552.6937898100299 , 0 , 2.8497148264311933
555.7872100175848 , 0 , 3.093420207554879
558.9587466051648 , 0 , 3.1715365875800403
561.6942647129775 , 0 , 2.7355181078126956
564.2852534807087 , 0 , 2.5909887677311607
566.8870658029413 , 0 , 2.601812322232589
569.8565075085279 , 0 , 2.969441705586597
572.6111389030848 , 0 , 2.7546313945568857
575.1101294851868 , 0 , 2.4989905821019915
577.7788608343544 , 0 , 2.668731349167635
580.2607563943611 , 0 , 2.481895560006747
582.4395320356405 , 0 , 2.1787756412793717
584.9299301496438 , 0 , 2.4903981140034235
587.1973547783142 , -1 , 2.267424628670344
589.2534818446412 , -1 , 2.056127066326955
591.0748558064736 , -1 , 1.8213739618323657
592.459962554335 , -2 , 1.3851067478613999
593.3220776752723 , -2 , 0.8621151209373481
593.6257539908931 , -2 , 0.303676315620803
593.7948128242016 , -2 , 0.16905883330846294
593.7390889509802 , -2 , -0.05572387322132878
593.7706301669111 , -2 , 0.03154121593093659
593.9578032050503 , -2 , 0.18717303813911806
594.2370523423327 , -1 , 0.27924913728247563
594.4480170074135 , -1 , 0.21096466508077044
